Record,Section,Field,Value
19,Pathophysiology,Severe Outcomes 2,Severe bleeding
19,Pathophysiology,Severe Outcomes 3,Organ impairment
19,Clinical Spectrum,Asymptomatic,Majority of infections
19,Clinical Spectrum,Non Severe Dengue,Self-limiting febrile illness
19,Clinical Spectrum,Severe Dengue,"Plasma leakage, bleeding, or organ failure"
19,Who 2009 Case Classification > Probable Dengue,Criteria 1,Residence or travel to endemic area
19,Who 2009 Case Classification > Probable Dengue,Criteria 2,Fever
19,Who 2009 Case Classification > Probable Dengue,Criteria 3,At least 2 clinical features
19,Who 2009 Case Classification > Probable Dengue,Clinical Features 1,Nausea/vomiting
19,Who 2009 Case Classification > Probable Dengue,Clinical Features 2,Rash
19,Who 2009 Case Classification > Probable Dengue,Clinical Features 3,Aches and pains
19,Who 2009 Case Classification > Probable Dengue,Clinical Features 4,Positive tourniquet test
19,Who 2009 Case Classification > Probable Dengue,Clinical Features 5,Leukopenia
19,Who 2009 Case Classification,Warning Signs 1,Abdominal pain or tenderness
19,Who 2009 Case Classification,Warning Signs 2,Persistent vomiting
19,Who 2009 Case Classification,Warning Signs 3,Clinical fluid accumulation
19,Who 2009 Case Classification,Warning Signs 4,Mucosal bleeding
19,Who 2009 Case Classification,Warning Signs 5,Lethargy or restlessness
19,Who 2009 Case Classification,Warning Signs 6,Liver enlargement >2 cm
19,Who 2009 Case Classification,Warning Signs 7,Rising hematocrit with rapid platelet drop
19,Who 2009 Case Classification > Severe Dengue,Criteria 1,Severe plasma leakage leading to shock or respiratory distress
19,Who 2009 Case Classification > Severe Dengue,Criteria 2,Severe bleeding
19,Who 2009 Case Classification > Severe Dengue,Criteria 3,Severe organ involvement
19,Who 2009 Case Classification > Severe Dengue > Organ Involvement Thresholds,Liver,AST or ALT ≥1000
19,Who 2009 Case Classification > Severe Dengue > Organ Involvement Thresholds,Cns,Impaired consciousness
19,Who 2009 Case Classification > Severe Dengue > Organ Involvement Thresholds,Heart,Myocardial dysfunction
19,Clinical Management Principles,Core Strategy,Early recognition and careful fluid management
19,Clinical Management Principles,Treatment Type,Supportive care only
19,Clinical Management Principles,Key Message,Incorrect fluid therapy is a major cause of death
19,Fluid Management,Therapy Of Choice,Isotonic crystalloid solutions
19,Fluid Management,Shock Management,Prompt IV fluid resuscitation
19,Fluid Management,Monitoring Parameters 1,Hematocrit
19,Fluid Management,Monitoring Parameters 2,Urine output
19,Fluid Management,Monitoring Parameters 3,Vital signs
19,Fluid Management,Monitoring Parameters 4,Pulse pressure
19,Fluid Management,Overhydration Risk,High during recovery phase
19,Laboratory Diagnosis,Early Phase Tests 1,Virus isolation
19,Laboratory Diagnosis,Early Phase Tests 2,RT-PCR
19,Laboratory Diagnosis,Early Phase Tests 3,NS1 antigen detection
19,Laboratory Diagnosis,Late Phase Tests 1,IgM ELISA
19,Laboratory Diagnosis,Late Phase Tests 2,IgG serology (paired samples)
19,Laboratory Diagnosis,Hematological Findings 1,Leukopenia
19,Laboratory Diagnosis,Hematological Findings 2,Thrombocytopenia
19,Laboratory Diagnosis,Hematological Findings 3,Hemoconcentration
19,Laboratory Diagnosis,Diagnostic Note,Laboratory confirmation not always required for clinical management
19,Vector Control,Core Strategy,Integrated Vector Management (IVM)
19,Vector Control,Methods 1,Source reduction
19,Vector Control,Methods 2,Environmental management
19,Vector Control,Methods 3,Biological control
19,Vector Control,Methods 4,Chemical control
19,Vector Control,Methods 5,Personal protection
19,Vector Control,Key Limitation,Insecticide spraying alone is insufficient
19,Vector Control,Community Role,Essential for sustainable control
19,Surveillance And Response,Surveillance Types 1,Epidemiological
19,Surveillance And Response,Surveillance Types 2,Entomological
19,Surveillance And Response,Surveillance Types 3,Virological
19,Surveillance And Response,Outbreak Response 1,Early detection
19,Surveillance And Response,Outbreak Response 2,Rapid case management scale-up
19,Surveillance And Response,Outbreak Response 3,Intensified vector control
19,Surveillance And Response,Outbreak Response 4,Risk communication
19,Surveillance And Response,International Health Regulations,Dengue may constitute a public health emergency of international concern
19,Vaccines And Antivirals > Status 2009,Licensed Vaccine,None
19,Vaccines And Antivirals > Status 2009,Licensed Antiviral,None
19,Vaccines And Antivirals,Research Focus 1,Live attenuated vaccines
19,Vaccines And Antivirals,Research Focus 2,Tetravalent vaccine formulations
19,Vaccines And Antivirals,Research Focus 3,Antiviral drug development
19,General,Core Chatbot Rules 1,Dengue is one disease with variable severity
19,General,Core Chatbot Rules 2,Warning signs appear near fever defervescence
19,General,Core Chatbot Rules 3,Secondary infection increases severity risk
19,General,Core Chatbot Rules 4,Early IV fluids reduce mortality dramatically
19,General,Core Chatbot Rules 5,Overhydration is as dangerous as underhydration
19,General,Core Chatbot Rules 6,Vector control is the foundation of prevention
20,Metadata > Sources 1,Title,Dengue Fever
20,Metadata > Sources 1,Journal,Journal of Islamabad Medical & Dental College
20,Metadata > Sources 1,Year,2012
20,Metadata > Sources 1,Pages,41–47
20,Metadata > Sources 1,Article Type,Review article
20,Metadata > Sources 1,Geographic Focus,Pakistan
20,Metadata > Sources 2,Title,"Dengue infection: global importance, immunopathology and management"
20,Metadata > Sources 2,Journal,Clinical Medicine (Royal College of Physicians)
20,Metadata > Sources 2,Year,2022
20,Metadata > Sources 2,Volume Issue,22(1)
20,Metadata > Sources 2,Pages,9–13
20,Metadata > Sources 2,Article Type,CME review
20,Metadata > Sources 2,Geographic Focus,Global
20,Metadata,Intended Chatbot Use 1,Clinical education
20,Metadata,Intended Chatbot Use 2,Symptom triage
20,Metadata,Intended Chatbot Use 3,Disease explanation
20,Metadata,Intended Chatbot Use 4,Decision-support
20,Disease Identity,Name,Dengue fever
20,Disease Identity,Alternate Names 1,Breakbone fever
20,Disease Identity,Alternate Names 2,Dandy fever
20,Disease Identity,Disease Type,Arboviral infection
20,Disease Identity,Family,Flaviviridae
20,Disease Identity,Genus,Flavivirus
20,Global And Regional Burden,Global Status,Hyperendemic in tropical and subtropical regions
20,Global And Regional Burden,Annual Infections Estimate,100–400 million
20,Global And Regional Burden,Population At Risk,Nearly 50% of world population
20,Global And Regional Burden,Countries Endemic,>110
20,Global And Regional Burden,Annual Deaths Estimate,"12,500–25,000"
20,Global And Regional Burden,Trend,≈30-fold increase from 1960 to 2010
20,Global And Regional Burden > Pakistan Context,First Dhf Outbreak,1994
20,Global And Regional Burden > Pakistan Context,Major Outbreaks 1,2006
20,Global And Regional Burden > Pakistan Context,Major Outbreaks 2,2011
20,Global And Regional Burden > Pakistan Context,Peak Season,Post-monsoon
20,Global And Regional Burden > Pakistan Context,Dominant Serotypes 1,DENV-2
20,Global And Regional Burden > Pakistan Context,Dominant Serotypes 2,DENV-3
20,Virology,Virus Name,Dengue virus (DENV)
20,Virology > Genome,Type,Single-stranded positive-sense RNA
20,Virology > Genome,Length Bases,"≈10,700"
20,Virology,Serotypes 1,DENV-1
20,Virology,Serotypes 2,DENV-2
20,Virology,Serotypes 3,DENV-3
20,Virology,Serotypes 4,DENV-4
20,Virology > Proteins,Structural 1,Capsid (C)
20,Virology > Proteins,Structural 2,prM/M
20,Virology > Proteins,Structural 3,Envelope (E)
20,Virology > Proteins,Non Structural 1,NS1
20,Virology > Proteins,Non Structural 2,NS2A
20,Virology > Proteins,Non Structural 3,NS2B
20,Virology > Proteins,Non Structural 4,NS3
20,Virology > Proteins,Non Structural 5,NS4A
20,Virology > Proteins,Non Structural 6,NS4B
20,Virology > Proteins,Non Structural 7,NS5
20,Virology > Immunity,Same Serotype,Lifelong immunity
20,Virology > Immunity,Other Serotypes,Temporary partial protection
20,Virology > Immunity,Secondary Infection Risk,High risk of severe dengue
20,Vectors And Transmission,Primary Vector,Aedes aegypti
20,Vectors And Transmission,Secondary Vector,Aedes albopictus
20,Vectors And Transmission,Vector Characteristics 1,Daytime biter
20,Vectors And Transmission,Vector Characteristics 2,Highly domestic
20,Vectors And Transmission,Vector Characteristics 3,Breeds in clean stagnant water
20,Vectors And Transmission,Vector Characteristics 4,Eggs survive months in dry conditions
20,Vectors And Transmission,Transmission Cycles 1,Urban/epidemic cycle
20,Vectors And Transmission,Transmission Cycles 2,Rural/endemic cycle
20,Vectors And Transmission,Transmission Cycles 3,Sylvatic (forest) cycle
20,Vectors And Transmission > Human Viremia,Starts,2 days before fever
20,Vectors And Transmission > Human Viremia,Duration Days,5–7 after fever onset
20,Incubation And Natural History > Incubation Period Days,Range,3–14
20,Incubation And Natural History > Incubation Period Days,Typical,3–7
20,Incubation And Natural History,Infection Outcomes 1,Asymptomatic
20,Incubation And Natural History,Infection Outcomes 2,Undifferentiated febrile illness
20,Incubation And Natural History,Infection Outcomes 3,Dengue fever (DF)
20,Incubation And Natural History,Infection Outcomes 4,Dengue hemorrhagic fever (DHF)
20,Incubation And Natural History,Infection Outcomes 5,Dengue shock syndrome (DSS)
20,Incubation And Natural History,Infection Outcomes 6,Expanded dengue syndrome
20,Clinical Phases > Febrile Phase,Duration Days,3–7
20,Clinical Phases > Febrile Phase,Features 1,High spiking fever
20,Clinical Phases > Febrile Phase,Features 2,Headache
20,Clinical Phases > Febrile Phase,Features 3,Retro-orbital pain
20,Clinical Phases > Febrile Phase,Features 4,Myalgia
20,Clinical Phases > Febrile Phase,Features 5,Arthralgia
20,Clinical Phases > Febrile Phase,Features 6,Backache
20,Clinical Phases > Febrile Phase,Features 7,Anorexia
20,Clinical Phases > Febrile Phase,Features 8,Nausea
20,Clinical Phases > Febrile Phase,Features 9,Skin flushing
20,Clinical Phases > Febrile Phase,Features 10,Morbilliform rash
20,Clinical Phases > Febrile Phase,Features 11,Leukopenia
20,Clinical Phases > Critical Phase,Timing,At defervescence
20,Clinical Phases > Critical Phase,Duration Hours,24–48
20,Clinical Phases > Critical Phase,Hallmark,Plasma leakage
20,Clinical Phases > Critical Phase,Features 1,Rising hematocrit (>20%)
20,Clinical Phases > Critical Phase,Features 2,Rapid platelet fall
20,Clinical Phases > Critical Phase,Features 3,Narrow pulse pressure
20,Clinical Phases > Critical Phase,Features 4,Pleural effusion
20,Clinical Phases > Critical Phase,Features 5,Ascites
20,Clinical Phases > Critical Phase,Features 6,Shock
20,Clinical Phases > Critical Phase,Note,Patient may worsen when fever subsides
20,Clinical Phases > Recovery Phase,Features 1,Reabsorption of extravascular fluid
20,Clinical Phases > Recovery Phase,Features 2,Improving appetite
20,Clinical Phases > Recovery Phase,Features 3,Polyuria
20,Clinical Phases > Recovery Phase,Features 4,Itchy rash
20,Clinical Phases > Recovery Phase,Features 5,Bradycardia
20,Clinical Phases > Recovery Phase,Features 6,Rising WBC then platelets
20,Clinical Phases > Recovery Phase,Risk,Fluid overload if IV fluids continued
20,General,Warning Signs 1,Severe abdominal pain
20,General,Warning Signs 2,Persistent vomiting
20,General,Warning Signs 3,Bleeding from mucosa
20,General,Warning Signs 4,Restlessness or lethargy
20,General,Warning Signs 5,Hepatomegaly
20,General,Warning Signs 6,Clinical fluid accumulation
20,General,Warning Signs 7,Rapid platelet drop with rising hematocrit
20,Dengue Hemorrhagic Fever,Diagnostic Criteria 1,Fever (2–7 days)
20,Dengue Hemorrhagic Fever,Diagnostic Criteria 2,Hemorrhagic manifestations
20,Dengue Hemorrhagic Fever,Diagnostic Criteria 3,Thrombocytopenia
20,Dengue Hemorrhagic Fever,Diagnostic Criteria 4,Evidence of plasma leakage
20,Dengue Hemorrhagic Fever > Grading,Grade I–Ii,DHF
20,Dengue Hemorrhagic Fever > Grading,Grade Iii–Iv,Dengue shock syndrome (DSS)
20,Expanded Dengue Syndrome,Neurological 1,Encephalitis
20,Expanded Dengue Syndrome,Neurological 2,Encephalopathy
20,Expanded Dengue Syndrome,Neurological 3,Guillain–Barré syndrome
20,Expanded Dengue Syndrome,Hepatic 1,Severe hepatitis
20,Expanded Dengue Syndrome,Hepatic 2,Fulminant liver failure
20,Expanded Dengue Syndrome,Renal 1,Nephritis
20,Expanded Dengue Syndrome,Renal 2,Acute kidney injury
20,Expanded Dengue Syndrome,Cardiac 1,Myocarditis
20,Expanded Dengue Syndrome,Cardiac 2,Pericarditis
20,Expanded Dengue Syndrome,Others 1,Myositis
20,Expanded Dengue Syndrome,Others 2,Hemophagocytic syndrome
20,Pathophysiology,Key Mechanisms 1,Antibody-dependent enhancement (ADE)
20,Pathophysiology,Key Mechanisms 2,Cytokine storm
20,Pathophysiology,Key Mechanisms 3,Endothelial dysfunction
20,Pathophysiology,Key Mechanisms 4,Bone marrow suppression
20,Pathophysiology,Key Mechanisms 5,Platelet destruction
20,Pathophysiology,Plasma Leak,"Selective, transient, non-inflammatory"
20,Pathophysiology,Bleeding Causes 1,Vasculopathy
20,Pathophysiology,Bleeding Causes 2,Thrombocytopenia
20,Pathophysiology,Bleeding Causes 3,Platelet dysfunction
20,Pathophysiology,Bleeding Causes 4,Coagulopathy
20,Laboratory Diagnosis,Early Phase Tests 1,RT-PCR
20,Laboratory Diagnosis,Early Phase Tests 2,NS1 antigen detection
20,Laboratory Diagnosis,Late Phase Tests 1,IgM ELISA
20,Laboratory Diagnosis,Late Phase Tests 2,IgG ELISA
20,Laboratory Diagnosis,Late Phase Tests 3,IgM/IgG ratio
20,Laboratory Diagnosis > Interpretation Rules,Primary Infection,IgM/IgG ratio >1.2
20,Laboratory Diagnosis > Interpretation Rules,Secondary Infection,IgM/IgG ratio <1.2
20,Laboratory Diagnosis > Typical Lab Findings,Df 1,Leukopenia
20,Laboratory Diagnosis > Typical Lab Findings,Df 2,Mild thrombocytopenia
20,Laboratory Diagnosis > Typical Lab Findings,Df 3,Mild AST elevation
20,Laboratory Diagnosis > Typical Lab Findings,Dhf 1,Marked thrombocytopenia
20,Laboratory Diagnosis > Typical Lab Findings,Dhf 2,Hemoconcentration
20,Laboratory Diagnosis > Typical Lab Findings,Dhf 3,Hypoalbuminemia
20,Laboratory Diagnosis > Typical Lab Findings,Dhf 4,Elevated AST > ALT
20,Laboratory Diagnosis > Typical Lab Findings,Dhf 5,Coagulation abnormalities
20,Management Principles,Antiviral,None available
20,Management Principles,Core Strategy,Early detection and careful fluid management
20,Management Principles,Allowed Antipyretic,Paracetamol only
20,Management Principles,Contraindicated 1,Aspirin
20,Management Principles,Contraindicated 2,NSAIDs
20,Management Principles,Contraindicated 3,Intramuscular injections
20,Fluid Management,First Line,Isotonic crystalloids
20,Fluid Management,Target Urine Output,≥0.5 mL/kg/hour
20,Fluid Management,Colloids,Second line if crystalloids fail
20,Fluid Management,Monitoring 1,Vital signs
20,Fluid Management,Monitoring 2,Hematocrit
20,Fluid Management,Monitoring 3,Urine output
20,Fluid Management,Monitoring 4,Pulse pressure
20,Blood Products,Platelet Transfusion,Only for active severe bleeding
20,Blood Products,Ffp,For coagulopathy with bleeding
